time (s)        Na         STDEV
   6.8805000e-06   6.4556962e-01   7.6858136e-01
   6.8810000e-06   6.4556962e-01   7.6858136e-01
   6.8815000e-06   6.4556962e-01   7.6858136e-01
   6.8820000e-06   6.4556962e-01   7.6858136e-01
   6.8825000e-06   6.4556962e-01   7.6858136e-01
   6.8830000e-06   6.4556962e-01   7.6858136e-01
   6.8835000e-06   6.4556962e-01   7.6858136e-01
   6.8840000e-06   6.4556962e-01   7.6858136e-01
   6.8845000e-06   6.4556962e-01   7.6858136e-01
   6.8850000e-06   6.4556962e-01   7.6858136e-01
   6.8855000e-06   6.4556962e-01   7.6858136e-01
   6.8860000e-06   6.3291139e-01   7.3688908e-01
   6.8865000e-06   6.3291139e-01   7.3688908e-01
   6.8870000e-06   6.3291139e-01   7.3688908e-01
   6.8875000e-06   6.3291139e-01   7.3688908e-01
   6.8880000e-06   6.3291139e-01   7.3688908e-01
   6.8885000e-06   6.3291139e-01   7.3688908e-01
   6.8890000e-06   6.3291139e-01   7.3688908e-01
   6.8895000e-06   6.3291139e-01   7.3688908e-01
   6.8900000e-06   6.3291139e-01   7.3688908e-01
   6.8905000e-06   6.3291139e-01   7.3688908e-01
   6.8910000e-06   6.3291139e-01   7.3688908e-01
   6.8915000e-06   6.3291139e-01   7.3688908e-01
   6.8920000e-06   6.3291139e-01   7.3688908e-01
   6.8925000e-06   6.3291139e-01   7.3688908e-01
   6.8930000e-06   6.3291139e-01   7.3688908e-01
   6.8935000e-06   6.3291139e-01   7.3688908e-01
   6.8940000e-06   6.2025316e-01   7.0354045e-01
   6.8945000e-06   6.2025316e-01   7.0354045e-01
   6.8950000e-06   6.2025316e-01   7.0354045e-01
   6.8955000e-06   6.2025316e-01   7.0354045e-01
   6.8960000e-06   6.2025316e-01   7.0354045e-01
   6.8965000e-06   6.2025316e-01   7.0354045e-01
   6.8970000e-06   6.0759494e-01   6.8720395e-01
   6.8975000e-06   6.0759494e-01   6.8720395e-01
   6.8980000e-06   6.0759494e-01   6.8720395e-01
   6.8985000e-06   6.0759494e-01   6.8720395e-01
   6.8990000e-06   6.0759494e-01   6.8720395e-01
   6.8995000e-06   6.0759494e-01   6.8720395e-01
   6.9000000e-06   6.0759494e-01   6.8720395e-01
   6.9005000e-06   6.0759494e-01   6.8720395e-01
   6.9010000e-06   6.0759494e-01   6.8720395e-01
   6.9015000e-06   6.0759494e-01   6.8720395e-01
   6.9020000e-06   6.0759494e-01   6.8720395e-01
   6.9025000e-06   6.0759494e-01   6.8720395e-01
   6.9030000e-06   6.0759494e-01   6.8720395e-01
   6.9035000e-06   6.0759494e-01   6.8720395e-01
   6.9040000e-06   6.0759494e-01   6.8720395e-01
   6.9045000e-06   6.0759494e-01   6.8720395e-01
   6.9050000e-06   6.0759494e-01   6.8720395e-01
   6.9055000e-06   6.0759494e-01   6.8720395e-01
   6.9060000e-06   6.0759494e-01   6.8720395e-01
   6.9065000e-06   6.0759494e-01   6.8720395e-01
   6.9070000e-06   6.0759494e-01   6.8720395e-01
   6.9075000e-06   6.0759494e-01   6.8720395e-01
   6.9080000e-06   6.0759494e-01   6.8720395e-01
   6.9085000e-06   6.0759494e-01   6.8720395e-01
   6.9090000e-06   6.0759494e-01   6.8720395e-01
   6.9095000e-06   6.0759494e-01   6.8720395e-01
   6.9100000e-06   6.0759494e-01   6.8720395e-01
   6.9105000e-06   6.0759494e-01   6.8720395e-01
   6.9110000e-06   6.0759494e-01   6.8720395e-01
   6.9115000e-06   6.0759494e-01   6.8720395e-01
   6.9120000e-06   6.0759494e-01   6.8720395e-01
   6.9125000e-06   6.0759494e-01   6.8720395e-01
   6.9130000e-06   6.0759494e-01   6.8720395e-01
   6.9135000e-06   6.0759494e-01   6.8720395e-01
   6.9140000e-06   6.0759494e-01   6.8720395e-01
   6.9145000e-06   6.0759494e-01   6.8720395e-01
   6.9150000e-06   6.0759494e-01   6.8720395e-01
   6.9155000e-06   6.0759494e-01   6.8720395e-01
   6.9160000e-06   6.0759494e-01   6.8720395e-01
   6.9165000e-06   6.0759494e-01   6.8720395e-01
   6.9170000e-06   6.0759494e-01   6.8720395e-01
   6.9175000e-06   6.0759494e-01   6.8720395e-01
   6.9180000e-06   6.0759494e-01   6.8720395e-01
   6.9185000e-06   6.0759494e-01   6.8720395e-01
   6.9190000e-06   6.0759494e-01   6.8720395e-01
   6.9195000e-06   6.0759494e-01   6.8720395e-01
   6.9200000e-06   6.0759494e-01   6.8720395e-01
   6.9205000e-06   6.0759494e-01   6.8720395e-01
   6.9210000e-06   6.0759494e-01   6.8720395e-01
   6.9215000e-06   6.0759494e-01   6.8720395e-01
   6.9220000e-06   6.0759494e-01   6.8720395e-01
   6.9225000e-06   6.0759494e-01   6.8720395e-01
   6.9230000e-06   6.0759494e-01   6.8720395e-01
   6.9235000e-06   6.0759494e-01   6.8720395e-01
   6.9240000e-06   6.0759494e-01   6.8720395e-01
   6.9245000e-06   6.0759494e-01   6.8720395e-01
   6.9250000e-06   6.0759494e-01   6.8720395e-01
   6.9255000e-06   6.0759494e-01   6.8720395e-01
   6.9260000e-06   6.0759494e-01   6.8720395e-01
   6.9265000e-06   6.0759494e-01   6.8720395e-01
   6.9270000e-06   6.0759494e-01   6.8720395e-01
   6.9275000e-06   6.0759494e-01   6.8720395e-01
   6.9280000e-06   6.0759494e-01   6.8720395e-01
   6.9285000e-06   6.0759494e-01   6.8720395e-01
   6.9290000e-06   6.0759494e-01   6.8720395e-01
   6.9295000e-06   6.0759494e-01   6.8720395e-01
   6.9300000e-06   6.0759494e-01   6.8720395e-01
   6.9305000e-06   6.0759494e-01   6.8720395e-01
   6.9310000e-06   6.0759494e-01   6.8720395e-01
   6.9315000e-06   6.0759494e-01   6.8720395e-01
   6.9320000e-06   6.0759494e-01   6.8720395e-01
   6.9325000e-06   6.0759494e-01   6.8720395e-01
   6.9330000e-06   6.0759494e-01   6.8720395e-01
   6.9335000e-06   6.0759494e-01   6.8720395e-01
   6.9340000e-06   6.0759494e-01   6.8720395e-01
   6.9345000e-06   6.0759494e-01   6.8720395e-01
   6.9350000e-06   6.0759494e-01   6.8720395e-01
   6.9355000e-06   6.0759494e-01   6.8720395e-01
   6.9360000e-06   6.0759494e-01   6.8720395e-01
   6.9365000e-06   6.0759494e-01   6.8720395e-01
   6.9370000e-06   6.0759494e-01   6.8720395e-01
   6.9375000e-06   6.0759494e-01   6.8720395e-01
   6.9380000e-06   6.0759494e-01   6.8720395e-01
   6.9385000e-06   6.0759494e-01   6.8720395e-01
   6.9390000e-06   6.0759494e-01   6.8720395e-01
   6.9395000e-06   6.0759494e-01   6.8720395e-01
   6.9400000e-06   6.0759494e-01   6.8720395e-01
   6.9405000e-06   6.0759494e-01   6.8720395e-01
   6.9410000e-06   6.0759494e-01   6.8720395e-01
   6.9415000e-06   6.0759494e-01   6.8720395e-01
   6.9420000e-06   6.0759494e-01   6.8720395e-01
   6.9425000e-06   6.0759494e-01   6.8720395e-01
   6.9430000e-06   6.0759494e-01   6.8720395e-01
   6.9435000e-06   6.0759494e-01   6.8720395e-01
   6.9440000e-06   6.0759494e-01   6.8720395e-01
   6.9445000e-06   6.0759494e-01   6.8720395e-01
   6.9450000e-06   6.0759494e-01   6.8720395e-01
   6.9455000e-06   6.0759494e-01   6.8720395e-01
   6.9460000e-06   6.0759494e-01   6.8720395e-01
   6.9465000e-06   6.0759494e-01   6.8720395e-01
   6.9470000e-06   6.0759494e-01   6.8720395e-01
   6.9475000e-06   6.0759494e-01   6.8720395e-01
   6.9480000e-06   6.0759494e-01   6.8720395e-01
   6.9485000e-06   6.0759494e-01   6.8720395e-01
   6.9490000e-06   6.0759494e-01   6.8720395e-01
   6.9495000e-06   5.9493671e-01   6.7022743e-01
   6.9500000e-06   5.9493671e-01   6.7022743e-01
   6.9505000e-06   5.9493671e-01   6.7022743e-01
   6.9510000e-06   5.9493671e-01   6.7022743e-01
   6.9515000e-06   5.9493671e-01   6.7022743e-01
   6.9520000e-06   5.9493671e-01   6.7022743e-01
   6.9525000e-06   5.9493671e-01   6.7022743e-01
   6.9530000e-06   5.9493671e-01   6.7022743e-01
   6.9535000e-06   5.9493671e-01   6.7022743e-01
   6.9540000e-06   5.9493671e-01   6.7022743e-01
   6.9545000e-06   5.9493671e-01   6.7022743e-01
   6.9550000e-06   5.9493671e-01   6.7022743e-01
   6.9555000e-06   5.9493671e-01   6.7022743e-01
   6.9560000e-06   5.9493671e-01   6.7022743e-01
   6.9565000e-06   5.9493671e-01   6.7022743e-01
   6.9570000e-06   5.9493671e-01   6.7022743e-01
   6.9575000e-06   5.9493671e-01   6.7022743e-01
   6.9580000e-06   5.9493671e-01   6.7022743e-01
   6.9585000e-06   5.9493671e-01   6.7022743e-01
   6.9590000e-06   5.9493671e-01   6.7022743e-01
   6.9595000e-06   5.9493671e-01   6.7022743e-01
   6.9600000e-06   5.9493671e-01   6.7022743e-01
   6.9605000e-06   5.9493671e-01   6.7022743e-01
   6.9610000e-06   5.9493671e-01   6.7022743e-01
   6.9615000e-06   5.9493671e-01   6.7022743e-01
   6.9620000e-06   5.9493671e-01   6.7022743e-01
   6.9625000e-06   5.9493671e-01   6.7022743e-01
   6.9630000e-06   5.9493671e-01   6.7022743e-01
   6.9635000e-06   5.8227848e-01   6.7192023e-01
   6.9640000e-06   5.8227848e-01   6.7192023e-01
   6.9645000e-06   5.8227848e-01   6.7192023e-01
   6.9650000e-06   5.8227848e-01   6.7192023e-01
   6.9655000e-06   5.8227848e-01   6.7192023e-01
   6.9660000e-06   5.8227848e-01   6.7192023e-01
   6.9665000e-06   5.8227848e-01   6.7192023e-01
   6.9670000e-06   5.8227848e-01   6.7192023e-01
   6.9675000e-06   5.6962025e-01   6.5405136e-01
   6.9680000e-06   5.6962025e-01   6.5405136e-01
   6.9685000e-06   5.6962025e-01   6.5405136e-01
   6.9690000e-06   5.6962025e-01   6.5405136e-01
   6.9695000e-06   5.6962025e-01   6.5405136e-01
   6.9700000e-06   5.6962025e-01   6.5405136e-01
   6.9705000e-06   5.6962025e-01   6.5405136e-01
   6.9710000e-06   5.6962025e-01   6.5405136e-01
   6.9715000e-06   5.6962025e-01   6.5405136e-01
   6.9720000e-06   5.6962025e-01   6.5405136e-01
   6.9725000e-06   5.6962025e-01   6.5405136e-01
   6.9730000e-06   5.6962025e-01   6.5405136e-01
   6.9735000e-06   5.6962025e-01   6.5405136e-01
   6.9740000e-06   5.6962025e-01   6.5405136e-01
   6.9745000e-06   5.6962025e-01   6.5405136e-01
   6.9750000e-06   5.6962025e-01   6.5405136e-01
   6.9755000e-06   5.6962025e-01   6.5405136e-01
   6.9760000e-06   5.6962025e-01   6.5405136e-01
   6.9765000e-06   5.6962025e-01   6.5405136e-01
   6.9770000e-06   5.6962025e-01   6.5405136e-01
   6.9775000e-06   5.6962025e-01   6.5405136e-01
   6.9780000e-06   5.6962025e-01   6.5405136e-01
   6.9785000e-06   5.6962025e-01   6.5405136e-01
   6.9790000e-06   5.6962025e-01   6.5405136e-01
   6.9795000e-06   5.6962025e-01   6.5405136e-01
   6.9800000e-06   5.6962025e-01   6.5405136e-01
   6.9805000e-06   5.6962025e-01   6.5405136e-01
   6.9810000e-06   5.6962025e-01   6.5405136e-01
   6.9815000e-06   5.6962025e-01   6.5405136e-01
   6.9820000e-06   5.6962025e-01   6.5405136e-01
   6.9825000e-06   5.6962025e-01   6.5405136e-01
   6.9830000e-06   5.6962025e-01   6.5405136e-01
   6.9835000e-06   5.6962025e-01   6.5405136e-01
   6.9840000e-06   5.6962025e-01   6.5405136e-01
   6.9845000e-06   5.6962025e-01   6.5405136e-01
   6.9850000e-06   5.6962025e-01   6.5405136e-01
   6.9855000e-06   5.6962025e-01   6.5405136e-01
   6.9860000e-06   5.6962025e-01   6.5405136e-01
   6.9865000e-06   5.6962025e-01   6.5405136e-01
   6.9870000e-06   5.6962025e-01   6.5405136e-01
   6.9875000e-06   5.6962025e-01   6.5405136e-01
   6.9880000e-06   5.6962025e-01   6.5405136e-01
   6.9885000e-06   5.6962025e-01   6.5405136e-01
   6.9890000e-06   5.6962025e-01   6.5405136e-01
   6.9895000e-06   5.6962025e-01   6.5405136e-01
   6.9900000e-06   5.6962025e-01   6.5405136e-01
   6.9905000e-06   5.6962025e-01   6.5405136e-01
   6.9910000e-06   5.6962025e-01   6.5405136e-01
   6.9915000e-06   5.6962025e-01   6.5405136e-01
   6.9920000e-06   5.6962025e-01   6.5405136e-01
   6.9925000e-06   5.6962025e-01   6.5405136e-01
   6.9930000e-06   5.6962025e-01   6.5405136e-01
   6.9935000e-06   5.6962025e-01   6.5405136e-01
   6.9940000e-06   5.6962025e-01   6.5405136e-01
   6.9945000e-06   5.6962025e-01   6.5405136e-01
   6.9950000e-06   5.6962025e-01   6.5405136e-01
   6.9955000e-06   5.5696203e-01   6.5529080e-01
   6.9960000e-06   5.5696203e-01   6.5529080e-01
   6.9965000e-06   5.5696203e-01   6.5529080e-01
   6.9970000e-06   5.4430380e-01   6.3644583e-01
   6.9975000e-06   5.4430380e-01   6.3644583e-01
   6.9980000e-06   5.4430380e-01   6.3644583e-01
   6.9985000e-06   5.4430380e-01   6.3644583e-01
   6.9990000e-06   5.4430380e-01   6.3644583e-01
   6.9995000e-06   5.4430380e-01   6.3644583e-01
   7.0000000e-06   5.4430380e-01   6.3644583e-01
   7.0005000e-06   5.4430380e-01   6.3644583e-01
   7.0010000e-06   5.3164557e-01   6.3721033e-01
   7.0015000e-06   5.3164557e-01   6.3721033e-01
   7.0020000e-06   5.3164557e-01   6.3721033e-01
   7.0025000e-06   5.3164557e-01   6.3721033e-01
   7.0030000e-06   5.3164557e-01   6.3721033e-01
   7.0035000e-06   5.3164557e-01   6.3721033e-01
   7.0040000e-06   5.3164557e-01   6.3721033e-01
   7.0045000e-06   5.3164557e-01   6.3721033e-01
   7.0050000e-06   5.3164557e-01   6.3721033e-01
   7.0055000e-06   5.3164557e-01   6.3721033e-01
   7.0060000e-06   5.3164557e-01   6.3721033e-01
   7.0065000e-06   5.3164557e-01   6.3721033e-01
   7.0070000e-06   5.3164557e-01   6.3721033e-01
   7.0075000e-06   5.3164557e-01   6.3721033e-01
   7.0080000e-06   5.3164557e-01   6.3721033e-01
   7.0085000e-06   5.3164557e-01   6.3721033e-01
   7.0090000e-06   5.3164557e-01   6.3721033e-01
   7.0095000e-06   5.3164557e-01   6.3721033e-01
   7.0100000e-06   5.3164557e-01   6.3721033e-01
   7.0105000e-06   5.3164557e-01   6.3721033e-01
   7.0110000e-06   5.3164557e-01   6.3721033e-01
   7.0115000e-06   5.3164557e-01   6.3721033e-01
   7.0120000e-06   5.3164557e-01   6.3721033e-01
   7.0125000e-06   5.3164557e-01   6.3721033e-01
   7.0130000e-06   5.3164557e-01   6.3721033e-01
   7.0135000e-06   5.3164557e-01   6.3721033e-01
   7.0140000e-06   5.3164557e-01   6.3721033e-01
   7.0145000e-06   5.3164557e-01   6.3721033e-01
   7.0150000e-06   5.3164557e-01   6.3721033e-01
   7.0155000e-06   5.3164557e-01   6.3721033e-01
   7.0160000e-06   5.3164557e-01   6.3721033e-01
   7.0165000e-06   5.3164557e-01   6.3721033e-01
   7.0170000e-06   5.3164557e-01   6.3721033e-01
   7.0175000e-06   5.3164557e-01   6.3721033e-01
   7.0180000e-06   5.3164557e-01   6.3721033e-01
   7.0185000e-06   5.3164557e-01   6.3721033e-01
   7.0190000e-06   5.3164557e-01   6.3721033e-01
   7.0195000e-06   5.3164557e-01   6.3721033e-01
   7.0200000e-06   5.3164557e-01   6.3721033e-01
   7.0205000e-06   5.3164557e-01   6.3721033e-01
   7.0210000e-06   5.3164557e-01   6.3721033e-01
   7.0215000e-06   5.3164557e-01   6.3721033e-01
   7.0220000e-06   5.3164557e-01   6.3721033e-01
   7.0225000e-06   5.3164557e-01   6.3721033e-01
   7.0230000e-06   5.3164557e-01   6.3721033e-01
   7.0235000e-06   5.3164557e-01   6.3721033e-01
   7.0240000e-06   5.3164557e-01   6.3721033e-01
   7.0245000e-06   5.3164557e-01   6.3721033e-01
   7.0250000e-06   5.3164557e-01   6.3721033e-01
   7.0255000e-06   5.3164557e-01   6.3721033e-01
   7.0260000e-06   5.3164557e-01   6.3721033e-01
   7.0265000e-06   5.3164557e-01   6.3721033e-01
   7.0270000e-06   5.3164557e-01   6.3721033e-01
   7.0275000e-06   5.3164557e-01   6.3721033e-01
   7.0280000e-06   5.3164557e-01   6.3721033e-01
   7.0285000e-06   5.3164557e-01   6.3721033e-01
   7.0290000e-06   5.3164557e-01   6.3721033e-01
   7.0295000e-06   5.3164557e-01   6.3721033e-01
   7.0300000e-06   5.3164557e-01   6.3721033e-01
   7.0305000e-06   5.3164557e-01   6.3721033e-01
   7.0310000e-06   5.3164557e-01   6.3721033e-01
   7.0315000e-06   5.3164557e-01   6.3721033e-01
   7.0320000e-06   5.3164557e-01   6.3721033e-01
   7.0325000e-06   5.3164557e-01   6.3721033e-01
   7.0330000e-06   5.3164557e-01   6.3721033e-01
   7.0335000e-06   5.3164557e-01   6.3721033e-01
   7.0340000e-06   5.3164557e-01   6.3721033e-01
   7.0345000e-06   5.3164557e-01   6.3721033e-01
   7.0350000e-06   5.3164557e-01   6.3721033e-01
   7.0355000e-06   5.3164557e-01   6.3721033e-01
   7.0360000e-06   5.3164557e-01   6.3721033e-01
   7.0365000e-06   5.3164557e-01   6.3721033e-01
   7.0370000e-06   5.3164557e-01   6.3721033e-01
   7.0375000e-06   5.3164557e-01   6.3721033e-01
   7.0380000e-06   5.3164557e-01   6.3721033e-01
   7.0385000e-06   5.3164557e-01   6.3721033e-01
   7.0390000e-06   5.3164557e-01   6.3721033e-01
   7.0395000e-06   5.1898734e-01   6.3771948e-01
   7.0400000e-06   5.1898734e-01   6.3771948e-01
   7.0405000e-06   5.1898734e-01   6.3771948e-01
   7.0410000e-06   5.1898734e-01   6.3771948e-01
   7.0415000e-06   5.1898734e-01   6.3771948e-01
   7.0420000e-06   5.1898734e-01   6.3771948e-01
   7.0425000e-06   5.1898734e-01   6.3771948e-01
   7.0430000e-06   5.1898734e-01   6.3771948e-01
   7.0435000e-06   5.1898734e-01   6.3771948e-01
   7.0440000e-06   5.1898734e-01   6.3771948e-01
   7.0445000e-06   5.1898734e-01   6.3771948e-01
   7.0450000e-06   5.1898734e-01   6.3771948e-01
   7.0455000e-06   5.1898734e-01   6.3771948e-01
   7.0460000e-06   5.1898734e-01   6.3771948e-01
   7.0465000e-06   5.1898734e-01   6.3771948e-01
   7.0470000e-06   5.1898734e-01   6.3771948e-01
   7.0475000e-06   5.1898734e-01   6.3771948e-01
   7.0480000e-06   5.1898734e-01   6.3771948e-01
   7.0485000e-06   5.1898734e-01   6.3771948e-01
   7.0490000e-06   5.1898734e-01   6.3771948e-01
   7.0495000e-06   5.1898734e-01   6.3771948e-01
   7.0500000e-06   5.1898734e-01   6.3771948e-01
   7.0505000e-06   5.1898734e-01   6.3771948e-01
   7.0510000e-06   5.1898734e-01   6.3771948e-01
   7.0515000e-06   5.1898734e-01   6.3771948e-01
   7.0520000e-06   5.1898734e-01   6.3771948e-01
   7.0525000e-06   5.1898734e-01   6.3771948e-01
   7.0530000e-06   5.1898734e-01   6.3771948e-01
   7.0535000e-06   5.1898734e-01   6.3771948e-01
   7.0540000e-06   5.1898734e-01   6.3771948e-01
   7.0545000e-06   5.1898734e-01   6.3771948e-01
   7.0550000e-06   5.1898734e-01   6.3771948e-01
   7.0555000e-06   5.1898734e-01   6.3771948e-01
   7.0560000e-06   5.1898734e-01   6.3771948e-01
   7.0565000e-06   5.1898734e-01   6.3771948e-01
   7.0570000e-06   5.1898734e-01   6.3771948e-01
   7.0575000e-06   5.1898734e-01   6.3771948e-01
   7.0580000e-06   5.1898734e-01   6.3771948e-01
   7.0585000e-06   5.1898734e-01   6.3771948e-01
   7.0590000e-06   5.1898734e-01   6.3771948e-01
   7.0595000e-06   5.1898734e-01   6.3771948e-01
   7.0600000e-06   5.1898734e-01   6.3771948e-01
   7.0605000e-06   5.1898734e-01   6.3771948e-01
   7.0610000e-06   5.1898734e-01   6.3771948e-01
   7.0615000e-06   5.1898734e-01   6.3771948e-01
   7.0620000e-06   5.1898734e-01   6.3771948e-01
   7.0625000e-06   5.1898734e-01   6.3771948e-01
   7.0630000e-06   5.1898734e-01   6.3771948e-01
   7.0635000e-06   5.1898734e-01   6.3771948e-01
   7.0640000e-06   5.1898734e-01   6.3771948e-01
   7.0645000e-06   5.1898734e-01   6.3771948e-01
   7.0650000e-06   5.1898734e-01   6.3771948e-01
   7.0655000e-06   5.1898734e-01   6.3771948e-01
   7.0660000e-06   5.1898734e-01   6.3771948e-01
   7.0665000e-06   5.1898734e-01   6.3771948e-01
   7.0670000e-06   5.1898734e-01   6.3771948e-01
   7.0675000e-06   5.1898734e-01   6.3771948e-01
   7.0680000e-06   5.1898734e-01   6.3771948e-01
   7.0685000e-06   5.1898734e-01   6.3771948e-01
   7.0690000e-06   5.0632911e-01   6.1755136e-01
   7.0695000e-06   5.0632911e-01   6.1755136e-01
   7.0700000e-06   5.0632911e-01   6.1755136e-01
   7.0705000e-06   5.0632911e-01   6.1755136e-01
   7.0710000e-06   5.0632911e-01   6.1755136e-01
   7.0715000e-06   5.0632911e-01   6.1755136e-01
   7.0720000e-06   5.0632911e-01   6.1755136e-01
   7.0725000e-06   5.0632911e-01   6.1755136e-01
   7.0730000e-06   5.0632911e-01   6.1755136e-01
   7.0735000e-06   5.0632911e-01   6.1755136e-01
   7.0740000e-06   5.0632911e-01   6.1755136e-01
   7.0745000e-06   5.0632911e-01   6.1755136e-01
   7.0750000e-06   5.0632911e-01   6.1755136e-01
   7.0755000e-06   5.0632911e-01   6.1755136e-01
   7.0760000e-06   4.9367089e-01   5.9642993e-01
   7.0765000e-06   4.9367089e-01   5.9642993e-01
   7.0770000e-06   4.9367089e-01   5.9642993e-01
   7.0775000e-06   4.9367089e-01   5.9642993e-01
   7.0780000e-06   4.9367089e-01   5.9642993e-01
   7.0785000e-06   4.9367089e-01   5.9642993e-01
   7.0790000e-06   4.9367089e-01   5.9642993e-01
   7.0795000e-06   4.9367089e-01   5.9642993e-01
   7.0800000e-06   4.9367089e-01   5.9642993e-01
   7.0805000e-06   4.9367089e-01   5.9642993e-01
   7.0810000e-06   4.9367089e-01   5.9642993e-01
   7.0815000e-06   4.9367089e-01   5.9642993e-01
   7.0820000e-06   4.9367089e-01   5.9642993e-01
   7.0825000e-06   4.9367089e-01   5.9642993e-01
   7.0830000e-06   4.9367089e-01   5.9642993e-01
   7.0835000e-06   4.9367089e-01   5.9642993e-01
   7.0840000e-06   4.9367089e-01   5.9642993e-01
   7.0845000e-06   4.9367089e-01   5.9642993e-01
   7.0850000e-06   4.9367089e-01   5.9642993e-01
   7.0855000e-06   4.9367089e-01   5.9642993e-01
   7.0860000e-06   4.9367089e-01   5.9642993e-01
   7.0865000e-06   4.9367089e-01   5.9642993e-01
   7.0870000e-06   4.9367089e-01   5.9642993e-01
   7.0875000e-06   4.9367089e-01   5.9642993e-01
   7.0880000e-06   4.9367089e-01   5.9642993e-01
   7.0885000e-06   4.9367089e-01   5.9642993e-01
   7.0890000e-06   4.9367089e-01   5.9642993e-01
   7.0895000e-06   4.9367089e-01   5.9642993e-01
   7.0900000e-06   4.9367089e-01   5.9642993e-01
   7.0905000e-06   4.9367089e-01   5.9642993e-01
   7.0910000e-06   4.9367089e-01   5.9642993e-01
   7.0915000e-06   4.9367089e-01   5.9642993e-01
   7.0920000e-06   4.9367089e-01   5.9642993e-01
   7.0925000e-06   4.9367089e-01   5.9642993e-01
   7.0930000e-06   4.8101266e-01   5.7425000e-01
   7.0935000e-06   4.8101266e-01   5.7425000e-01
   7.0940000e-06   4.8101266e-01   5.7425000e-01
   7.0945000e-06   4.8101266e-01   5.7425000e-01
   7.0950000e-06   4.8101266e-01   5.7425000e-01
   7.0955000e-06   4.8101266e-01   5.7425000e-01
   7.0960000e-06   4.8101266e-01   5.7425000e-01
   7.0965000e-06   4.8101266e-01   5.7425000e-01
   7.0970000e-06   4.8101266e-01   5.7425000e-01
   7.0975000e-06   4.8101266e-01   5.7425000e-01
   7.0980000e-06   4.8101266e-01   5.7425000e-01
   7.0985000e-06   4.8101266e-01   5.7425000e-01
   7.0990000e-06   4.8101266e-01   5.7425000e-01
   7.0995000e-06   4.8101266e-01   5.7425000e-01
   7.1000000e-06   4.8101266e-01   5.7425000e-01
   7.1005000e-06   4.8101266e-01   5.7425000e-01
   7.1010000e-06   4.8101266e-01   5.7425000e-01
   7.1015000e-06   4.8101266e-01   5.7425000e-01
   7.1020000e-06   4.8101266e-01   5.7425000e-01
   7.1025000e-06   4.8101266e-01   5.7425000e-01
   7.1030000e-06   4.8101266e-01   5.7425000e-01
   7.1035000e-06   4.8101266e-01   5.7425000e-01
   7.1040000e-06   4.8101266e-01   5.7425000e-01
   7.1045000e-06   4.8101266e-01   5.7425000e-01
   7.1050000e-06   4.8101266e-01   5.7425000e-01
   7.1055000e-06   4.8101266e-01   5.7425000e-01
   7.1060000e-06   4.8101266e-01   5.7425000e-01
   7.1065000e-06   4.8101266e-01   5.7425000e-01
   7.1070000e-06   4.8101266e-01   5.7425000e-01
   7.1075000e-06   4.8101266e-01   5.7425000e-01
   7.1080000e-06   4.8101266e-01   5.7425000e-01
   7.1085000e-06   4.8101266e-01   5.7425000e-01
   7.1090000e-06   4.8101266e-01   5.7425000e-01
   7.1095000e-06   4.8101266e-01   5.7425000e-01
   7.1100000e-06   4.8101266e-01   5.7425000e-01
   7.1105000e-06   4.8101266e-01   5.7425000e-01
   7.1110000e-06   4.8101266e-01   5.7425000e-01
   7.1115000e-06   4.8101266e-01   5.7425000e-01
   7.1120000e-06   4.8101266e-01   5.7425000e-01
   7.1125000e-06   4.8101266e-01   5.7425000e-01
   7.1130000e-06   4.8101266e-01   5.7425000e-01
   7.1135000e-06   4.8101266e-01   5.7425000e-01
   7.1140000e-06   4.8101266e-01   5.7425000e-01
   7.1145000e-06   4.8101266e-01   5.7425000e-01
   7.1150000e-06   4.8101266e-01   5.7425000e-01
   7.1155000e-06   4.8101266e-01   5.7425000e-01
   7.1160000e-06   4.8101266e-01   5.7425000e-01
   7.1165000e-06   4.6835443e-01   5.7368452e-01
   7.1170000e-06   4.6835443e-01   5.7368452e-01
   7.1175000e-06   4.6835443e-01   5.7368452e-01
   7.1180000e-06   4.6835443e-01   5.7368452e-01
   7.1185000e-06   4.6835443e-01   5.7368452e-01
   7.1190000e-06   4.6835443e-01   5.7368452e-01
   7.1195000e-06   4.6835443e-01   5.7368452e-01
   7.1200000e-06   4.6835443e-01   5.7368452e-01
   7.1205000e-06   4.6835443e-01   5.7368452e-01
   7.1210000e-06   4.6835443e-01   5.7368452e-01
   7.1215000e-06   4.6835443e-01   5.7368452e-01
   7.1220000e-06   4.6835443e-01   5.7368452e-01
   7.1225000e-06   4.6835443e-01   5.7368452e-01
   7.1230000e-06   4.5569620e-01   5.7283524e-01
   7.1235000e-06   4.5569620e-01   5.7283524e-01
   7.1240000e-06   4.5569620e-01   5.7283524e-01
   7.1245000e-06   4.5569620e-01   5.7283524e-01
   7.1250000e-06   4.5569620e-01   5.7283524e-01
   7.1255000e-06   4.5569620e-01   5.7283524e-01
   7.1260000e-06   4.5569620e-01   5.7283524e-01
   7.1265000e-06   4.5569620e-01   5.7283524e-01
   7.1270000e-06   4.5569620e-01   5.7283524e-01
   7.1275000e-06   4.5569620e-01   5.7283524e-01
   7.1280000e-06   4.5569620e-01   5.7283524e-01
   7.1285000e-06   4.5569620e-01   5.7283524e-01
   7.1290000e-06   4.5569620e-01   5.7283524e-01
   7.1295000e-06   4.5569620e-01   5.7283524e-01
